name,entropy
R_0_E_0_S_9_B_45.pt,9.814930796934878
R_1_E_0_S_51_B_4.pt,9.91165584106783
R_0_E_0_S_45_B_15.pt,9.181895569240785
R_0_E_0_S_7_B_65.pt,10.238738230456516
R_1_E_0_S_20_B_115.pt,8.239526500287125
R_0_E_0_S_31_B_139.pt,10.725833458280627
R_1_E_0_S_8_B_49.pt,11.648929424169035
R_0_E_0_S_48_B_94.pt,10.116556128244783
R_0_E_0_S_43_B_4.pt,10.097945581885863
R_1_E_0_S_6_B_55.pt,10.328895515322642
R_1_E_0_S_4_B_100.pt,10.562509463711153
R_0_E_0_S_29_B_44.pt,10.491566962837734
R_0_E_0_S_47_B_120.pt,7.2665979523623205
R_0_E_0_S_21_B_85.pt,8.971026407974259
R_1_E_0_S_42_B_135.pt,5.633391360207245
R_0_E_0_S_2_B_90.pt,10.686608354819626
R_1_E_0_S_41_B_15.pt,8.912408085046785
R_0_E_0_S_35_B_89.pt,9.770542394577193
R_0_E_0_S_2_B_135.pt,8.10568247136749
R_0_E_0_S_44_B_100.pt,8.431646913063286
R_1_E_0_S_25_B_69.pt,10.209312222012699
R_0_E_0_S_45_B_10.pt,9.181859754278682
R_1_E_0_S_43_B_44.pt,10.316995796972583
R_1_E_0_S_39_B_50.pt,9.111760706867752
R_0_E_0_S_39_B_124.pt,10.304079748513363
R_0_E_0_S_20_B_10.pt,9.305503858859138
R_1_E_0_S_4_B_95.pt,10.622093425276658
R_1_E_0_S_7_B_25.pt,10.124317519318838
R_0_E_0_S_52_B_35.pt,9.723224323813332
R_1_E_0_S_1_B_9.pt,11.744645955893684
R_0_E_0_S_3_B_79.pt,12.105852360503292
R_0_E_0_S_20_B_30.pt,9.353359588560862
R_1_E_0_S_37_B_125.pt,7.912288943958391
R_0_E_0_S_21_B_103.pt,8.97814083360578
R_1_E_0_S_32_B_74.pt,10.486870841741917
R_1_E_0_S_40_B_98.pt,8.594153127262745
R_1_E_0_S_42_B_19.pt,9.559708804629679
R_1_E_0_S_25_B_89.pt,9.780781449380424
R_0_E_0_S_51_B_75.pt,8.792801835841685
R_0_E_0_S_12_B_64.pt,12.298457107024841
R_0_E_0_S_13_B_44.pt,11.611770075271442
R_0_E_0_S_5_B_65.pt,10.76148854887044
R_0_E_0_S_34_B_110.pt,8.369820877302839
R_1_E_0_S_49_B_86.pt,9.133308181809143
R_0_E_0_S_11_B_24.pt,11.63425876922085
R_1_E_0_S_23_B_68.pt,8.900086696630357
R_0_E_0_S_30_B_42.pt,9.169976944756392
R_1_E_0_S_41_B_16.pt,9.115179491489986
R_0_E_0_S_39_B_135.pt,6.1007709928340415
R_0_E_0_S_20_B_107.pt,9.36673404577299
R_0_E_0_S_40_B_81.pt,9.151701453969428
R_0_E_0_S_5_B_2.pt,10.207033771259773
R_1_E_0_S_34_B_37.pt,9.18979700995498
R_1_E_0_S_47_B_81.pt,9.052466410570341
R_0_E_0_S_24_B_129.pt,10.156425632865554
R_1_E_0_S_17_B_74.pt,10.488346251954543
R_1_E_0_S_16_B_19.pt,9.800934096362516
R_1_E_0_S_6_B_31.pt,10.18986247080376
R_0_E_0_S_6_B_117.pt,10.879126987697164
R_1_E_0_S_9_B_1.pt,10.345237099771763
R_1_E_0_S_18_B_105.pt,8.81248504259965
R_1_E_0_S_28_B_69.pt,10.419284905305101
R_1_E_0_S_25_B_95.pt,8.671234285398254
R_1_E_0_S_9_B_129.pt,11.16376631131166
R_0_E_0_S_2_B_9.pt,11.0708643120684
R_0_E_0_S_1_B_19.pt,12.064495030264721
R_1_E_0_S_33_B_36.pt,9.262575425665212
R_0_E_0_S_47_B_129.pt,9.60343932670559
R_0_E_0_S_1_B_81.pt,12.252996677989563
R_0_E_0_S_18_B_28.pt,9.209035745147721
R_1_E_0_S_17_B_12.pt,9.231813812913684
R_1_E_0_S_39_B_22.pt,8.881679342714007
R_1_E_0_S_0_B_122.pt,11.423870201175614
R_0_E_0_S_8_B_6.pt,10.467275341175798
R_0_E_0_S_35_B_138.pt,6.961292543578895
R_0_E_0_S_47_B_15.pt,9.0089969549505
R_1_E_0_S_45_B_98.pt,8.711029235972745
R_0_E_0_S_6_B_103.pt,10.725696014372561
R_1_E_0_S_29_B_64.pt,10.428041314728912
R_1_E_0_S_26_B_130.pt,7.8900876285551735
R_1_E_0_S_7_B_58.pt,10.32507042306062
R_1_E_0_S_5_B_38.pt,9.955073413174343
R_1_E_0_S_10_B_79.pt,11.655686599485582
R_0_E_0_S_36_B_86.pt,9.197450141870172
R_1_E_0_S_45_B_3.pt,9.032620438891
R_1_E_0_S_31_B_113.pt,7.487874876274589
R_0_E_0_S_38_B_17.pt,8.746820729809707
R_1_E_0_S_50_B_135.pt,5.640574081689978
R_0_E_0_S_14_B_114.pt,11.005821275209918
R_0_E_0_S_38_B_71.pt,9.016707276269589
R_0_E_0_S_7_B_123.pt,9.652153767862885
R_0_E_0_S_35_B_97.pt,8.884857409067063
R_0_E_0_S_8_B_38.pt,10.130351335856014
R_0_E_0_S_27_B_102.pt,8.917354931404395
R_0_E_0_S_8_B_105.pt,10.034810300014867
R_0_E_0_S_45_B_93.pt,8.213678798322142
R_1_E_0_S_45_B_16.pt,9.23219406848288
R_0_E_0_S_23_B_26.pt,9.50665466957419
R_0_E_0_S_52_B_125.pt,8.194988981976081
R_0_E_0_S_28_B_121.pt,8.51631844794029
R_1_E_0_S_22_B_17.pt,9.228731303422832
R_1_E_0_S_45_B_34.pt,10.219711534927239
R_1_E_0_S_46_B_93.pt,8.125371991940197
R_1_E_0_S_43_B_58.pt,8.63293979998142
R_0_E_0_S_9_B_102.pt,9.873359488308136
R_0_E_0_S_47_B_128.pt,6.229940429561074
R_0_E_0_S_48_B_102.pt,8.968884867042124
R_1_E_0_S_13_B_86.pt,10.906211814351122
R_1_E_0_S_51_B_64.pt,10.061502028518719
R_0_E_0_S_32_B_65.pt,8.987375734722502
R_1_E_0_S_33_B_70.pt,8.962189006357837
R_1_E_0_S_31_B_36.pt,9.124859154702486
R_1_E_0_S_24_B_54.pt,10.319779956041039
R_1_E_0_S_19_B_118.pt,8.107975875169902
R_1_E_0_S_43_B_40.pt,9.303987589707736
R_0_E_0_S_40_B_15.pt,9.02679106894349
R_0_E_0_S_3_B_77.pt,11.567579660632433
R_0_E_0_S_21_B_41.pt,9.129664768588357
R_1_E_0_S_49_B_56.pt,8.88226584073865
R_0_E_0_S_31_B_50.pt,9.176193952256021
R_0_E_0_S_37_B_39.pt,10.121192716882405
R_0_E_0_S_31_B_116.pt,8.371657006898092
R_0_E_0_S_30_B_91.pt,9.348869813638062
R_1_E_0_S_9_B_15.pt,9.660237001748436
R_0_E_0_S_39_B_3.pt,9.04567156416552
R_1_E_0_S_0_B_56.pt,12.193607854859197
R_1_E_0_S_51_B_45.pt,9.219929353575504
R_1_E_0_S_35_B_128.pt,6.238021214233699
R_0_E_0_S_26_B_71.pt,9.315898279401383
R_0_E_0_S_2_B_123.pt,10.129786527943672
R_1_E_0_S_16_B_34.pt,10.419758164171112
R_0_E_0_S_14_B_33.pt,9.790431823598846
R_1_E_0_S_6_B_109.pt,11.977708757972344
R_1_E_0_S_35_B_3.pt,8.93852098385235
R_0_E_0_S_40_B_60.pt,8.988872275219826
R_0_E_0_S_6_B_70.pt,10.260407729196944
R_0_E_0_S_8_B_35.pt,10.204676237546881
R_0_E_0_S_49_B_126.pt,7.482270448368194
R_1_E_0_S_9_B_120.pt,8.454441891423105
R_0_E_0_S_26_B_24.pt,10.091843943807458
R_1_E_0_S_40_B_112.pt,7.874757368004173
R_0_E_0_S_1_B_105.pt,12.041476279153239
